u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,access,junction,ref,width,est_width,tunnel,bridge
416523685,687897111,0,35549512,residential,2,30,Carrer de Pau Gargallo,False,False,15.817954062632907,"LINESTRING (2.1127049 41.3829016, 2.1127591 41.3829134, 2.112887 41.3829412)",,,,,,,
416523685,251543436,0,1491805930,tertiary,2,50,Avinguda del Doctor Marañón,True,False,286.27812607682307,"LINESTRING (2.1127049 41.3829016, 2.112816 41.3827402, 2.1131392 41.3823734, 2.1136284 41.3819537, 2.1139434 41.3817542, 2.1143635 41.3814814, 2.1144338 41.3814358, 2.1148418 41.3812308, 2.1149118 41.3811965, 2.1149914 41.3811696, 2.115024 41.3811586, 2.1150349 41.3811549, 2.1150597 41.3811498, 2.1151214 41.3811372)",,,,,,,
416523700,30314630,0,"[1395771681, 7997310]",secondary,4,30,Travessera de les Corts,False,False,181.1641207140906,"LINESTRING (2.1255567 41.3807018, 2.1254171 41.3806085, 2.1253879 41.3805886, 2.1251218 41.3804068, 2.1246372 41.3800758, 2.1244809 41.379969, 2.1243839 41.3799029, 2.1240587 41.3796816, 2.1239489 41.3796068)",,,,,,,
416523700,2235259424,0,35549514,residential,1,30,Carrer d'Elisabeth Eidenbenz,True,False,500.8366156465082,"LINESTRING (2.1255567 41.3807018, 2.1254913 41.3807774, 2.1254485 41.3808318, 2.1253988 41.3808834, 2.1250583 41.3812683, 2.1250025 41.3813308, 2.1246152 41.3817648, 2.1243737 41.3820616, 2.1237971 41.3828685, 2.1236425 41.3831032, 2.1229135 41.3842612, 2.1228023 41.3844051, 2.1227514 41.3844329, 2.1226623 41.384545, 2.1225762 41.3845883)",,,,,,,
416523700,30294473,0,"[544124176, 237960954, 906505543]",secondary,"['5', '6']",50,Travessera de les Corts,False,True,159.5237842932178,"LINESTRING (2.1255567 41.3807018, 2.1256643 41.3807702, 2.1257034 41.3807941, 2.1258758 41.3808993, 2.1265293 41.3812978, 2.126577 41.3813269, 2.1267075 41.3814065, 2.1269449 41.3815513, 2.1269707 41.381567, 2.1270385 41.3816084)",,,,,,,
416524025,416115336,0,"[120461272, 183148121]",residential,,30,Camí del Pantà,False,True,322.9146687645408,"LINESTRING (2.0970713 41.4135835, 2.0971648 41.4137067, 2.097326 41.4138823, 2.0973883 41.4139576, 2.0974195 41.4140455, 2.0974287 41.4141489, 2.0973492 41.4142481, 2.0972984 41.4143, 2.0971338 41.4144117, 2.0970838 41.414471, 2.0970671 41.414549, 2.0970609 41.4147161, 2.0970649 41.414887, 2.0970905 41.4151168, 2.0970001 41.4152633, 2.097116 41.4154457, 2.0971164 41.4155337, 2.0970179 41.415642, 2.0969247 41.4157147, 2.096894 41.4157499, 2.0968714 41.4157884, 2.096858 41.4158274, 2.096853 41.4158675, 2.0968566 41.4159077, 2.0968885 41.4161652, 2.0968857 41.4162196)",,,,,,,
416524094,1071339487,0,302447165,residential,,20,Camí del Pantà,False,True,204.9631741914548,"LINESTRING (2.0978812 41.4166144, 2.0979341 41.4167633, 2.0979757 41.4168568, 2.0979993 41.4168966, 2.0980297 41.4169445, 2.0981005 41.4170306, 2.0981527 41.4170941, 2.0981753 41.4171312, 2.0981946 41.4171819, 2.0981998 41.4172029, 2.098202 41.4172441, 2.0981852 41.4173962, 2.0981451 41.4177388, 2.0981336 41.4178127, 2.0980991 41.4180165, 2.0980828 41.4181199, 2.0980761 41.4181968, 2.0980784 41.41826, 2.0980862 41.4183339, 2.0981019 41.4184001)",,,,,,,
416524161,1350478849,0,85295446,tertiary,1,50,,True,False,41.46086702139739,"LINESTRING (2.1232805 41.4283102, 2.1233889 41.4286741)",,,BV-1418,,,,
416524161,537861932,0,"[85295440, 165660795, 307085472, 211212151]",tertiary,2,"['50', '30']",Carretera del Tibidabo,False,True,699.1770870851022,"LINESTRING (2.1232805 41.4283102, 2.1232796 41.4282688, 2.1232472 41.4277967, 2.1231938 41.4271276, 2.1231621 41.4267929, 2.1231233 41.4266155, 2.1230985 41.4265286, 2.1230644 41.4264417, 2.1227766 41.4259227, 2.1226388 41.4256771, 2.1224811 41.4254072, 2.1222709 41.4250621, 2.1222198 41.4249889, 2.1221532 41.4249203, 2.122033 41.4248216, 2.1218619 41.4247192, 2.1216878 41.424619, 2.121491 41.4245092, 2.1213957 41.424452, 2.1213127 41.4243948, 2.1211839 41.4242883, 2.1210949 41.424197, 2.1210151 41.4241033, 2.1209316 41.4239732, 2.1208698 41.4238469, 2.1207927 41.4236186, 2.1207279 41.4233903, 2.1207105 41.4233089, 2.1207054 41.4232299, 2.1207205 41.4231488, 2.1207997 41.4228856, 2.1208099 41.4228195, 2.1208108 41.4227534, 2.1207726 41.4226016)",,,BV-1418,,,,
416524190,4471652091,0,450242544,secondary_link,1,50,,True,False,20.992735178005137,"LINESTRING (2.1315813 41.4316777, 2.1315524 41.4316824, 2.1315197 41.4316827, 2.1314489 41.4316721, 2.1313789 41.4316665, 2.1313321 41.4316692)",,,,,,,
416524190,4471652123,0,1396215996,secondary,1,50,Carretera de Sant Cugat,True,False,51.19348539616115,"LINESTRING (2.1315813 41.4316777, 2.1319121 41.4318541, 2.1319951 41.4318982, 2.1320779 41.4319483)",,,BP-1417,3,,,
416524240,4471652123,0,"[868047856, 197748293]",secondary,2,"['50', '30']",Carretera de Sant Cugat,False,False,414.7911467874193,"LINESTRING (2.1340155 41.4340416, 2.1339979 41.4340193, 2.1339759 41.4339888, 2.13396 41.4339617, 2.1339469 41.4339322, 2.1339322 41.4338969, 2.133652 41.4330319, 2.1336389 41.4329703, 2.133631 41.4329263, 2.1336254 41.4328823, 2.1336226 41.432837, 2.1336219 41.4327917, 2.1336272 41.4327356, 2.1336359 41.4326786, 2.1336732 41.4325682, 2.1337165 41.4324664, 2.1337695 41.4323673, 2.1338746 41.432174, 2.1338906 41.4321264, 2.1339012 41.432078, 2.1339052 41.4320384, 2.1339053 41.4319992, 2.1338988 41.4319536, 2.1338856 41.4319124, 2.1338614 41.4318681, 2.1338372 41.4318356, 2.1338068 41.4318056, 2.1337587 41.4317675, 2.1336855 41.4317233, 2.1336125 41.431695, 2.13354 41.4316758, 2.1334898 41.4316705, 2.1334387 41.4316688, 2.1334028 41.4316689, 2.1333668 41.4316705, 2.1333032 41.4316794, 2.133238 41.4316959, 2.1325495 41.4319257, 2.1324863 41.4319449, 2.1324241 41.4319595, 2.1323627 41.4319701, 2.1323075 41.4319756, 2.1322513 41.4319764, 2.1321973 41.4319727, 2.1321405 41.4319638, 2.1320779 41.4319483)",,,BP-1417,8,,,
416524240,1349242026,0,"[450233408, 867796421, 867796422, 868047857, 450231636, 868044924, 868044925]",secondary,1,"['50', '30']",Carretera de Sant Cugat,True,False,3095.7197178627616,"LINESTRING (2.1340155 41.4340416, 2.1341278 41.4340966, 2.1341727 41.4341154, 2.1342211 41.4341282, 2.1342717 41.4341348, 2.1343233 41.4341337, 2.1343738 41.4341262, 2.1344221 41.4341127, 2.1344667 41.4340933, 2.1345064 41.4340687, 2.1345412 41.4340386, 2.1345686 41.4340044, 2.1345879 41.4339672, 2.1345988 41.4339288, 2.1346012 41.4338895, 2.1345952 41.4338505, 2.1345808 41.4338127, 2.1345603 41.4337646, 2.1345371 41.4337234, 2.1341342 41.4331998, 2.1340925 41.4331412, 2.1340586 41.4330798, 2.1340329 41.4330163, 2.1340157 41.4329511, 2.1340064 41.4328753, 2.1340086 41.4327991, 2.134023 41.4327238, 2.1340469 41.4326498, 2.1340792 41.4325794, 2.13412 41.4325115, 2.1343685 41.4321141, 2.1343999 41.4320191, 2.134415 41.4319388, 2.1344114 41.4318597, 2.1343964 41.431782, 2.1343089 41.4316344, 2.134195 41.4315085, 2.1339329 41.4312185, 2.1338575 41.4311612, 2.1337699 41.4311335, 2.1336778 41.4311165, 2.1335851 41.4311048, 2.1334721 41.4311125, 2.1333484 41.431132, 2.1330691 41.4312006, 2.1327002 41.4312805, 2.1325608 41.431287, 2.1324458 41.4312756, 2.1323735 41.4312551, 2.1323061 41.4312277, 2.1322542 41.431201, 2.1321882 41.4311448, 2.1321362 41.4310987, 2.132068 41.4310281, 2.1318388 41.4307574, 2.1315202 41.4303682, 2.1312821 41.4300929, 2.1311694 41.4300208, 2.1310591 41.4299734, 2.1309702 41.4299445, 2.1308559 41.4299248, 2.1307645 41.4299193, 2.1306866 41.4299169, 2.1305938 41.4299257, 2.1305177 41.4299396, 2.1303818 41.4299784, 2.1302849 41.4300334, 2.130213 41.4300765, 2.1300135 41.4302393, 2.1299024 41.4303291, 2.1297912 41.4303982, 2.129682 41.4304532, 2.1295487 41.4305021, 2.1294167 41.4305336, 2.1293719 41.4305401, 2.1293361 41.4305447, 2.1291817 41.4305484, 2.1287682 41.4305248, 2.1285495 41.4305127, 2.1284399 41.4305053, 2.1284034 41.4305029, 2.1283018 41.4304924, 2.1282063 41.4304704, 2.1281446 41.4304459, 2.1280732 41.4304031, 2.1280026 41.4303498, 2.1279389 41.4302935, 2.1278802 41.4302231, 2.1278606 41.4301709, 2.1278544 41.4301157, 2.1278483 41.4300117, 2.1278475 41.4299046, 2.1278372 41.4298519, 2.1278015 41.4297661, 2.1277511 41.4296914, 2.127668 41.4295987, 2.1273675 41.42932, 2.1272929 41.4292317, 2.1272746 41.4291955, 2.1272638 41.4291594, 2.1272606 41.429132, 2.1272621 41.4291047, 2.127276 41.4290459, 2.1272983 41.4289928, 2.1273359 41.428938, 2.1273717 41.428909, 2.1274161 41.4288815, 2.127598 41.4287995, 2.1277938 41.4287181, 2.1278543 41.4286771, 2.1278974 41.428627, 2.1279244 41.4285749, 2.127939 41.4285257, 2.1279389 41.4284785, 2.127931 41.428428, 2.1279158 41.4283865, 2.127874 41.4283242, 2.1278144 41.4282691, 2.1277218 41.4282127, 2.1274245 41.428077, 2.1272811 41.4280172, 2.1271888 41.4279631, 2.1271419 41.4279107, 2.1271031 41.4278518, 2.1270789 41.4277744, 2.1270712 41.4277102, 2.1270769 41.4276526, 2.1271009 41.4276013, 2.1271277 41.4275551, 2.1271614 41.4275138, 2.1272009 41.4274749, 2.1272631 41.4274321, 2.1273511 41.4273897, 2.1274874 41.4273587, 2.1276172 41.4273462, 2.1278949 41.4273376, 2.1286275 41.4273178, 2.1293375 41.4272969, 2.1296921 41.4272893, 2.1298259 41.4272805, 2.129894 41.4272737, 2.1299705 41.4272587, 2.1300808 41.4272252, 2.1303907 41.4270891, 2.1305324 41.4270286, 2.1305957 41.4269882, 2.1306379 41.4269496, 2.1306679 41.4269064, 2.1306768 41.4268534, 2.130675 41.4268033, 2.1306486 41.4267439, 2.1305876 41.4266754, 2.1300305 41.4261724, 2.1294678 41.425672, 2.1289752 41.4252255, 2.1286617 41.4249461, 2.1283255 41.4246457, 2.1282609 41.4245856, 2.1282246 41.424531, 2.1281993 41.4244722, 2.1281892 41.4244299, 2.1281883 41.4243761, 2.1281943 41.4243441, 2.1282199 41.4242827, 2.1282529 41.4242307, 2.1282872 41.4241922, 2.1283292 41.4241591, 2.1283752 41.4241284, 2.1284181 41.4241063, 2.1284625 41.4240879, 2.1285361 41.4240676, 2.1285983 41.4240596, 2.1286801 41.4240589, 2.128758 41.4240701, 2.1288181 41.4240866, 2.1290222 41.4241729, 2.1298922 41.4245509, 2.1309361 41.4250145, 2.1310508 41.4250577, 2.1311495 41.4250828, 2.1312229 41.4250947, 2.1313058 41.4250956, 2.1317579 41.425061, 2.1323025 41.4250174, 2.1327476 41.4249919, 2.133032 41.4249773, 2.1332082 41.4249748, 2.1332829 41.4249797, 2.13335 41.424986, 2.1335225 41.4250114, 2.1336941 41.4250436, 2.1338925 41.4250855, 2.1340243 41.4251122, 2.1341325 41.425127, 2.134221 41.4251286, 2.1343124 41.4251189, 2.1344183 41.4250849, 2.1347371 41.4249819, 2.1351105 41.4248532, 2.1352786 41.4248021, 2.1357418 41.4246504, 2.1358161 41.4246219, 2.1358757 41.4245896, 2.1359307 41.424553, 2.1359806 41.4245124, 2.1360242 41.4244688, 2.1360604 41.4244215, 2.1360884 41.4243712, 2.1361061 41.424325, 2.1361169 41.4242777, 2.1361208 41.4242297, 2.1361101 41.4238581, 2.1361176 41.4238116, 2.1361311 41.4237666, 2.1361531 41.4237236, 2.1361832 41.4236834, 2.1362208 41.4236469, 2.136265 41.4236149, 2.1363236 41.4235842, 2.1363883 41.4235614, 2.1364571 41.423547, 2.1365184 41.4235374, 2.1369694 41.4235014, 2.1370465 41.4234898, 2.1371227 41.423475, 2.1371961 41.4234575, 2.1372681 41.423437, 2.1373708 41.4234014, 2.1374692 41.4233595, 2.1375627 41.4233117, 2.1376506 41.4232582, 2.1377559 41.4231776, 2.137852 41.4230906, 2.1379235 41.423015, 2.137988 41.4229358, 2.138029 41.4228721, 2.1380643 41.4228065, 2.1381306 41.4226541, 2.1381797 41.4225893)",,,BP-1417,"['4', '3.5']",,,
416524240,11669431345,0,1396215990,unclassified,,,,False,True,9.508875584134776,"LINESTRING (2.1340155 41.4340416, 2.1339699 41.4340548, 2.1339113 41.4340762)",,,B01,,,,
416885091,2473421347,0,"[745369393, 1117335468]",residential,"['3', '2']",30,Carrer del Perú,False,True,129.25068682882454,"LINESTRING (2.1926892 41.4058486, 2.1928056 41.4059406, 2.19285 41.4059746, 2.1932524 41.4062845, 2.1936371 41.4065773, 2.19368 41.406611, 2.193773 41.4066794)",,,,,,,
416885091,10649558039,0,"[1144054930, 1049886694]",residential,"['2', '1']",30,Carrer de la Llacuna,False,False,113.84811038409119,"LINESTRING (2.1926892 41.4058486, 2.1925345 41.4059634, 2.1925017 41.4059887, 2.1917873 41.4065315, 2.1917501 41.406556, 2.1917263 41.4065742)",yes,,,,,,
416885092,416886810,0,255327615,secondary,3,50,Carrer de Bilbao,True,False,136.2703028948615,"LINESTRING (2.1960781 41.4083957, 2.1962437 41.408268, 2.1962567 41.4082567, 2.1967005 41.4079183, 2.1970017 41.4076878, 2.1970325 41.4076642, 2.1972185 41.4075181)",,,,,,,
416885092,312894014,0,274541099,residential,4,20,Carrer del Perú,False,False,263.7626255456727,"LINESTRING (2.1960781 41.4083957, 2.1961324 41.4084342, 2.1962478 41.408519, 2.196333 41.4085826, 2.1963595 41.4086033, 2.1964034 41.4086392, 2.1967929 41.4089383, 2.1972422 41.409273, 2.1977248 41.4096384, 2.1981166 41.4099162, 2.1981613 41.4099532, 2.1981742 41.4099639, 2.198319 41.4100691)",,,,,,,
416885092,597263758,0,1167592720,residential,4,20,Carrer del Perú,False,True,128.22491856349404,"LINESTRING (2.1960781 41.4083957, 2.195927 41.408289, 2.1958821 41.4082548, 2.1958572 41.4082357, 2.195275 41.4078003, 2.1952193 41.4077589, 2.1951904 41.4077377, 2.194986 41.4075841)",,,,,,,
416885093,416885095,0,427600521,residential,4,30,Carrer del Perú,False,True,72.4090485153471,"LINESTRING (2.1938938 41.4067684, 2.1939784 41.4068272, 2.1940035 41.4068449, 2.1941775 41.4069751, 2.1943569 41.4071134, 2.1943844 41.4071329, 2.1945108 41.4072264)",,,,,,,
416885093,2473421347,0,745369393,residential,2,30,Carrer del Perú,False,False,14.126655980567826,"LINESTRING (2.1938938 41.4067684, 2.1938293 41.4067231, 2.193773 41.4066794)",,,,,,,
416885095,416886809,0,34992638,living_street,,20,Carrer de Sant Joan de Malta,True,False,136.2972784788014,"LINESTRING (2.1945108 41.4072264, 2.1945554 41.4071627, 2.1955688 41.4063938, 2.1956325 41.4063391)",,,,,,,
416885095,1307297616,0,274541098,residential,1,30,Carrer de Sant Joan de Malta,True,False,70.39134669568244,"LINESTRING (2.1945108 41.4072264, 2.1943591 41.4073418, 2.1939596 41.4076471, 2.1939203 41.4076787)",,,,,,,
416885095,416885093,0,427600521,residential,4,30,Carrer del Perú,False,False,72.4090485153471,"LINESTRING (2.1945108 41.4072264, 2.1943844 41.4071329, 2.1943569 41.4071134, 2.1941775 41.4069751, 2.1940035 41.4068449, 2.1939784 41.4068272, 2.1938938 41.4067684)",,,,,,,
416885095,597263758,0,1167592720,residential,4,20,Carrer del Perú,False,False,56.15223232535145,"LINESTRING (2.1945108 41.4072264, 2.1945784 41.4072796, 2.1946238 41.4073149, 2.1946548 41.4073384, 2.194986 41.4075841)",,,,,,,
416886809,597263757,0,45951438,residential,,30,Carrer de Bolívia,True,False,56.66669712325802,"LINESTRING (2.1956325 41.4063391, 2.1958266 41.4064847, 2.1958875 41.4065282, 2.1961194 41.4066945)",,,,,,,
416886810,544222999,0,1409609349,secondary,3,50,Carrer de Bilbao,True,False,133.64557177998068,"LINESTRING (2.1972185 41.4075181, 2.1973981 41.4073852, 2.1980769 41.4068717, 2.1981293 41.4068336, 2.1981513 41.4068182, 2.1983548 41.4066707)",,,,,,,
417329463,1350465987,0,123162710,residential,,30,Carrer dels Algarves,False,True,187.61703356813797,"LINESTRING (2.1085764 41.4148981, 2.1084619 41.4149108, 2.1084074 41.4149122, 2.1078454 41.4149336, 2.1072221 41.4149333, 2.1067062 41.4149631, 2.1066617 41.4149656, 2.1066173 41.4149626, 2.1065749 41.4149544, 2.1065349 41.4149411, 2.1063701 41.4148569)",,,,,,,
417329463,1350465990,0,676348929,tertiary,2,30,Carrer de les Alberes,False,False,21.56126696751396,"LINESTRING (2.1085764 41.4148981, 2.1086788 41.4149586, 2.1087795 41.4150181)",,,BV-1418,,,,
417329463,319774960,0,676582309,tertiary,2,30,Carrer de les Alberes,False,True,277.3707439616628,"LINESTRING (2.1085764 41.4148981, 2.1084204 41.4148131, 2.1083519 41.4147861, 2.1082826 41.4147639, 2.1079842 41.4146843, 2.1079364 41.4146781, 2.1078773 41.4146702, 2.1077947 41.4146637, 2.1077063 41.4146671, 2.107622 41.4146797, 2.1074351 41.4147018, 2.1070735 41.4147476, 2.1070025 41.4147537, 2.1069035 41.4147493, 2.1068269 41.4147311, 2.1067608 41.4147111, 2.1067008 41.4146881, 2.1066419 41.4146643, 2.106576 41.4146296, 2.1065085 41.4145917, 2.1063991 41.4145192, 2.1063747 41.414503, 2.1062413 41.4144122, 2.106081 41.4142969, 2.1060406 41.4142738, 2.1060019 41.4142593, 2.1059684 41.4142536, 2.1059314 41.4142492, 2.105889 41.41425, 2.105852 41.4142594, 2.1058333 41.4142655, 2.1057972 41.4142771, 2.1057443 41.4142976, 2.1057026 41.4143195, 2.1056524 41.4143504, 2.1056102 41.4143794)",,,BV-1418,,,,
417604839,30960813,0,313235632,residential,,50,Carrer de Sant Magí,True,False,12.316205141413509,"LINESTRING (2.1479189 41.4058096, 2.1478089 41.4058835)",,,,,,,
417604839,415955413,0,"[35468146, 35468100, 313235631]",primary,"['3', '2']",50,"['Ronda del General Mitre', 'Travessera de Dalt', 'Plaça de Lesseps']",True,False,333.5088854553728,"LINESTRING (2.1479189 41.4058096, 2.1481834 41.4058883, 2.1483214 41.4059385, 2.148509 41.4060156, 2.1486667 41.4060927, 2.148801 41.4061727, 2.1492343 41.4064396, 2.1492623 41.4064652, 2.1502582 41.4073505, 2.1504578 41.4075304, 2.1507019 41.4077528, 2.1507306 41.4077772, 2.1508002 41.4078296)",,,,,,yes,
417605950,8530156354,0,121189311,secondary,,50,Ronda del General Mitre,True,False,14.537044253267815,"LINESTRING (2.1478036 41.4057844, 2.1479779 41.4057851)",,,,,,,
417605950,417604839,0,1368039797,primary,2,50,Ronda del General Mitre,True,False,10.016107367047715,"LINESTRING (2.1478036 41.4057844, 2.1479189 41.4058096)",,,,8,,,
417807964,30294514,0,35682487,living_street,,20,Carrer de Bonaplata,True,False,24.321172459627913,"LINESTRING (2.122437 41.3968431, 2.1224063 41.3968738, 2.1222185 41.3969864)",,,,,,,
417808247,11117566675,0,"[1170999091, 1170999092]","['living_street', 'residential']",,30,Carrer de l'Hort de la Vila,True,False,42.806610714110626,"LINESTRING (2.1235155 41.3993127, 2.1238034 41.3994655, 2.1238172 41.3994728, 2.1238361 41.3994784, 2.123861 41.3994847, 2.1239518 41.3995104)",,,,,,,
417813656,417813658,0,"[35683361, 256814756]",residential,,30,"['Carrer de Mendel', ""Carrer de l'Escull""]",True,False,79.28419356239209,"LINESTRING (2.1201403 41.3982445, 2.1200912 41.3982024, 2.1200815 41.3981941, 2.1198664 41.397991, 2.1198171 41.3979561, 2.1197736 41.3979303, 2.1196146 41.3978561, 2.1195863 41.3978408, 2.1194425 41.3977727)",,,,,,,
417813656,30294521,0,256814757,residential,2,30,Carrer de la Duquessa d'Orleans,False,False,37.938408862077104,"LINESTRING (2.1201403 41.3982445, 2.1198931 41.3984845, 2.1198598 41.398513)",,,,,,,
417813658,841867127,0,"[237695634, 1033977275]",tertiary,4,"['50', '30']",Avinguda de Josep Vicenç Foix,False,False,33.02373086510551,"LINESTRING (2.1194425 41.3977727, 2.1193897 41.3978259, 2.1193761 41.3978411, 2.1193539 41.3978642, 2.1192336 41.3979882, 2.1192097 41.3980129)",,,,,,,
417813658,359234359,0,237695634,tertiary,4,30,Avinguda de Josep Vicenç Foix,False,True,33.784216618444646,"LINESTRING (2.1194425 41.3977727, 2.1195118 41.3976943, 2.1195894 41.3976094, 2.1196149 41.3975787, 2.1196679 41.3975203)",,,,,,,
417972197,3827708483,0,"[71212007, 773878181, 309904271]",residential,,30,Carrer de Garriga i Roca,False,True,567.9455995790067,"LINESTRING (2.1696303 41.4229637, 2.1696495 41.4228431, 2.1696351 41.422717, 2.1690525 41.4214108, 2.1690703 41.4212864, 2.1691245 41.4212224, 2.1692024 41.4211762, 2.1693082 41.4211664, 2.1694475 41.421176, 2.1695159 41.4211807, 2.1696155 41.4211947, 2.169713 41.4211943, 2.1697584 41.4211974, 2.1698277 41.4212022, 2.1702118 41.4212286, 2.1702928 41.4212286, 2.1703593 41.4212161, 2.1704175 41.4211958, 2.1704736 41.4211662, 2.1705173 41.4211273, 2.1705567 41.4210821, 2.1705817 41.4210384, 2.1705992 41.4209881, 2.1706004 41.420934, 2.1705941 41.4208764, 2.1705805 41.420823, 2.1705659 41.4207657, 2.1705173 41.42056, 2.1704632 41.4203636, 2.1704508 41.4202998, 2.1704612 41.4202313, 2.1704903 41.4201803, 2.1706264 41.4199726, 2.1706978 41.4198558, 2.1707454 41.4197781, 2.1707786 41.4197237, 2.1707869 41.4197131, 2.1708061 41.4196885, 2.1708385 41.4196666, 2.170908 41.4196281, 2.1710976 41.4195312, 2.1711475 41.4195062, 2.1713861 41.4193869, 2.1714307 41.4193646, 2.1715268 41.4193091)",,,,,,,
417972197,3827708474,0,"[321660346, 71212005]",residential,,30,Carrer de Montserrat de Casanovas,True,False,82.40023408858906,"LINESTRING (2.1696303 41.4229637, 2.1695157 41.4231331, 2.1694596 41.4232043, 2.1694346 41.423236, 2.1693974 41.4232877, 2.1692734 41.4233827, 2.1691402 41.4234675, 2.1690216 41.4235303)",,,,,,,
417972224,3827708483,0,71122910,residential,,30,Carrer de Grècia,True,False,90.02314877764529,"LINESTRING (2.1710675 41.4185775, 2.1710948 41.418624, 2.1711126 41.4186654, 2.1711259 41.4186953, 2.1711455 41.418736, 2.1712815 41.4189395, 2.1714384 41.4191807, 2.1714498 41.4191965, 2.1715268 41.4193091)",,,,,,,
417972407,387127454,0,145409159,residential,,30,Carrer de Picó i Campamar,True,False,73.00508850975802,"LINESTRING (2.1663507 41.4232225, 2.1663443 41.4233095, 2.1663098 41.4238273, 2.1663062 41.4238782)",,,,,,,
417972407,13145072126,0,145409167,living_street,,20,Carrer del Pintor Pradilla,False,False,72.3107812728044,"LINESTRING (2.1663507 41.4232225, 2.1663924 41.4232227, 2.1672158 41.4232674)",,,,,,,
417974462,13117186608,0,35714937,residential,,30,Carrer de Cardedeu,False,False,326.41154044541736,"LINESTRING (2.1440478 41.4175101, 2.1440109 41.4177115, 2.1439938 41.4179532, 2.1439869 41.4180008, 2.1440287 41.418292, 2.1440839 41.418631, 2.1441134 41.4187721, 2.1441659 41.4189732, 2.1441931 41.4190709, 2.1442087 41.4191095, 2.1442378 41.4191605, 2.144417 41.4194342, 2.1444633 41.4195126, 2.1444914 41.4195722, 2.1445046 41.4196213, 2.1445079 41.41968, 2.1444992 41.4197412, 2.1444819 41.4197951, 2.1444591 41.4198459, 2.1444269 41.4198941, 2.1443873 41.4199417, 2.1443471 41.4199793, 2.144297 41.4200177, 2.1442464 41.4200498, 2.1441788 41.4200785, 2.1441151 41.4200997, 2.1440025 41.420122, 2.1439089 41.4201369)",,,,,,,
417974462,417976045,0,139987147,residential,,30,Carrer de Cardedeu,False,True,113.03569243297396,"LINESTRING (2.1440478 41.4175101, 2.1440792 41.4173069, 2.1441129 41.4170826, 2.1442178 41.4166769, 2.1442756 41.4165094)",,,,,,,
417974462,1310620176,0,309875187,residential,,30,Carrer de Castellterçol,True,False,188.60377583093637,"LINESTRING (2.1440478 41.4175101, 2.1442122 41.4173283, 2.144451 41.4170597, 2.144984 41.4166497, 2.1451346 41.4166076, 2.1452881 41.4165983, 2.1454853 41.4166465, 2.1457028 41.416743)",,,,,,,
417976041,417976047,0,35711374,residential,,30,Carrer de Cardedeu,False,False,98.88033188878356,"LINESTRING (2.1452449 41.4149247, 2.1452669 41.4150427, 2.1452656 41.4150864, 2.145261 41.415172, 2.1452368 41.4152735, 2.1452175 41.4153181, 2.1451571 41.4154214, 2.1450642 41.4155246, 2.144836 41.4157115)",,,,,,,
417976041,417976089,0,139987151,tertiary,,30,Passeig de la Mare de Déu del Coll,False,False,87.49679835954038,"LINESTRING (2.1452449 41.4149247, 2.1455061 41.4150527, 2.1458963 41.415244, 2.1459205 41.4152577, 2.1459872 41.4152883, 2.1461257 41.4153521)",,,,,,,
417976041,30254584,0,139987154,tertiary,,30,Passeig de la Mare de Déu del Coll,False,True,30.126104645893754,"LINESTRING (2.1452449 41.4149247, 2.1451926 41.4148908, 2.1449715 41.4147476)",,,,,,,
417976045,417976047,0,35711374,residential,,30,Carrer de Cardedeu,False,True,101.07671488030279,"LINESTRING (2.1442756 41.4165094, 2.1443016 41.4164454, 2.1443211 41.4163969, 2.1443644 41.4162892, 2.1445184 41.4160573, 2.144836 41.4157115)",,,,,,,
417976045,417976246,0,35713054,residential,,30,Carrer de Montornès,True,False,88.9473241065192,"LINESTRING (2.1442756 41.4165094, 2.1441225 41.4166357, 2.1439055 41.4167967, 2.1437014 41.4168962, 2.1434938 41.4169778, 2.1434426 41.4169948)",,,,2.5,,,
417976045,417974462,0,139987147,residential,,30,Carrer de Cardedeu,False,False,113.03569243297396,"LINESTRING (2.1442756 41.4165094, 2.1442178 41.4166769, 2.1441129 41.4170826, 2.1440792 41.4173069, 2.1440478 41.4175101)",,,,,,,
417976047,417976045,0,35711374,residential,,30,Carrer de Cardedeu,False,False,101.07671488030277,"LINESTRING (2.144836 41.4157115, 2.1445184 41.4160573, 2.1443644 41.4162892, 2.1443211 41.4163969, 2.1443016 41.4164454, 2.1442756 41.4165094)",,,,,,,
417976047,417976041,0,35711374,residential,,30,Carrer de Cardedeu,False,True,98.88033188878356,"LINESTRING (2.144836 41.4157115, 2.1450642 41.4155246, 2.1451571 41.4154214, 2.1452175 41.4153181, 2.1452368 41.4152735, 2.145261 41.415172, 2.1452656 41.4150864, 2.1452669 41.4150427, 2.1452449 41.4149247)",,,,,,,
417976047,417976089,0,35712018,residential,,30,Passatge de Tona,False,False,155.14357371924172,"LINESTRING (2.144836 41.4157115, 2.1453429 41.4159647, 2.145395 41.4159885, 2.1454368 41.4159972, 2.1454819 41.4159983, 2.1455508 41.4159875, 2.1455908 41.4159749, 2.1456225 41.4159457, 2.1460914 41.415392, 2.1461257 41.4153521)",,,,,,,
